ExposureType,MaterialType,Time,SampleNo,Silane,YI,L,a,b,Haze,WaterCA,DiiodoCA,SFEtot,SFEpolar,SFEdisp,edge,center,center.1,center.2,edge.1,edge.2,edge.3,DepNo
HotQUV,AZO,818.4,sa18859,No,4.91,93.63,-1.5,3.17,0.6,3.6,,78.8,39.9,38.9,10.174,10.075,10.161,10.279,10.487,10.247,10.333,
HotQUV,AZO,818.4,sa18859,No,,,,,,3.3,,78.8,39.9,38.9,,,,,,,,
HotQUV,AZO,818.4,sa18859,No,,,,,,3.9,,78.8,39.9,38.9,,,,,,,,
HotQUV,AZO,818.4,sa18859,No,,,,,,4.2,,78.8,39.9,38.9,,,,,,,,
HotQUV,AZO,818.4,sa18859,No,,,,,,4.2,,78.8,39.9,38.9,,,,,,,,
DampHeat,AZO,0,sa18859,No,5.02,93.51,-1.4,3.18,0.4,,,,,,10.057,9.998,10.043,10.134,10.27,10.111,10.138,
HotQUV,AZO,0,sa18860,No,4.96,93.52,-1.51,3.19,0.5,,,,,,10.782,10.677,10.65,10.673,10.809,10.809,10.56,
HotQUV,AZO,818.4,sa18860,No,4.9,93.57,-1.57,3.19,0.6,,22.8,78.8,39.9,38.9,10.736,10.696,10.764,10.877,11.017,10.899,10.977,
HotQUV,AZO,818.4,sa18860,No,,,,,,,23.9,78.8,39.9,38.9,,,,,,,,
HotQUV,AZO,818.4,sa18860,No,,,,,,,25.4,78.8,39.9,38.9,,,,,,,,
HotQUV,AZO,818.4,sa18860,No,,,,,,,26.7,78.8,39.9,38.9,,,,,,,,
HotQUV,AZO,818.4,sa18860,No,,,,,,,27.3,78.8,39.9,38.9,,,,,,,,
DampHeat,AZO,0,sa18860,No,4.96,93.52,-1.51,3.19,0.5,,,,,,10.782,10.677,10.65,10.673,10.809,10.809,10.56,
HotQUV,AZO,0,sa18861,No,5.22,93.44,-1.08,3.16,0.5,,,,,,9.916,9.771,9.735,9.689,9.753,9.798,9.821,
DampHeat,AZO,0,sa18861,No,5.22,93.44,-1.08,3.16,0.5,,,,,,9.916,9.771,9.735,9.689,9.753,9.798,9.821,
HotQUV,AZO,0,sa18862,No,5,93.53,-1.43,3.19,0.5,,,,,,10.188,10.088,10.061,10.066,10.211,10.038,10.197,
DampHeat,AZO,0,sa18862,No,5,93.53,-1.43,3.19,0.5,,,,,,10.188,10.088,10.061,10.066,10.211,10.038,10.197,
Cyclic,FTO,0,sa18868,No,,,,,,,,,,,7.461,7.323,7.325,7.337,7.403,7.425,7.36,
Cyclic,FTO,164,sa18868,No,3.58,92.1,-0.25,1.93,13.7,1.3,,81.2,38.6,42.6,7.342,7.287,7.292,7.274,7.315,7.378,7.342,
Cyclic,FTO,164,sa18868,No,,,,,,2.9,,81.2,38.6,42.6,,,,,,,,
Cyclic,FTO,164,sa18869,No,3.56,92.11,-0.25,1.92,13.4,1.9,,81.2,38.6,42.6,7.369,7.292,7.256,7.274,7.401,7.346,7.374,
Cyclic,FTO,164,sa18869,No,,,,,,3,,81.2,38.6,42.6,,,,,,,,
Cyclic,FTO,164,sa18869,No,,,,,,,8.2,81.2,38.6,42.6,,,,,,,,
Cyclic,FTO,164,sa18869,No,,,,,,,13.6,81.2,38.6,42.6,,,,,,,,
Cyclic,FTO,164,sa18869,No,,,,,,,9.5,81.2,38.6,42.6,,,,,,,,
Cyclic,FTO,164,sa18870,No,3.51,92.1,-0.25,1.9,13.3,,5.4,81.2,38.6,42.6,7.328,7.238,7.251,7.26,7.374,7.41,7.328,
Cyclic,FTO,164,sa18870,No,,,,,,,7.2,81.2,38.6,42.6,,,,,,,,
Cyclic,FTO,164,sa18870,No,,,,,,,6.9,81.2,38.6,42.6,,,,,,,,
Cyclic,FTO,164,sa18870,No,,,,,,,6.5,81.2,38.6,42.6,,,,,,,,
Cyclic,FTO,164,sa18870,No,,,,,,,8.6,81.2,38.6,42.6,,,,,,,,
Cyclic,FTO,332,sa18871,No,4.43,91.95,-0.31,2.4,7.9,3.5,,81.3,38.5,42.8,7.46,7.478,7.496,7.351,7.487,7.514,7.419,
Cyclic,FTO,332,sa18871,No,,,,,,1.4,,81.3,38.5,42.8,,,,,,,,
Cyclic,FTO,332,sa18871,No,,,,,,2.8,,81.3,38.5,42.8,,,,,,,,
Cyclic,FTO,332,sa18871,No,,,,,,2.2,,81.3,38.5,42.8,,,,,,,,
Cyclic,FTO,332,sa18872,No,4.38,91.92,-0.31,2.36,8.8,2.8,,81.3,38.5,42.8,7.419,7.378,7.482,7.392,7.446,7.5,7.414,
Cyclic,FTO,332,sa18872,No,,,,,,2.2,,81.3,38.5,42.8,,,,,,,,
Cyclic,FTO,332,sa18872,No,,,,,,,7.1,81.3,38.5,42.8,,,,,,,,
Cyclic,FTO,332,sa18872,No,,,,,,,7.5,81.3,38.5,42.8,,,,,,,,
Cyclic,FTO,332,sa18872,No,,,,,,,10,81.3,38.5,42.8,,,,,,,,
Cyclic,FTO,332,sa18873,No,4.57,92.08,-0.36,2.48,7,,4.8,81.3,38.5,42.8,8.108,8.04,8.04,8.035,8.171,8.167,8.162,
Cyclic,FTO,332,sa18873,No,,,,,,,2.1,81.3,38.5,42.8,,,,,,,,
Cyclic,FTO,332,sa18873,No,,,,,,,6.5,81.3,38.5,42.8,,,,,,,,
Cyclic,FTO,332,sa18873,No,,,,,,,3,81.3,38.5,42.8,,,,,,,,
Cyclic,FTO,332,sa18873,No,,,,,,,6.2,81.3,38.5,42.8,,,,,,,,
Cyclic,FTO,0,sa18874,No,,,,,,,,,,,8.211,7.986,7.988,8.039,8.118,8.115,8.105,
Cyclic,FTO,498,sa18874,No,4.61,92.03,-0.34,2.5,6.6,1.7,,81.3,38.5,42.8,8.121,7.976,8.004,8.035,8.149,8.085,8.081,
Cyclic,FTO,498,sa18874,No,,,,,,3.3,,81.3,38.5,42.8,,,,,,,,
Cyclic,FTO,498,sa18874,No,,,,,,3,,81.3,38.5,42.8,,,,,,,,
Cyclic,FTO,498,sa18874,No,,,,,,2,,81.3,38.5,42.8,,,,,,,,
Cyclic,FTO,498,sa18875,No,4.6,92.02,-0.35,2.5,6.8,2.5,,81.3,38.5,42.8,8.081,8.008,7.999,8.008,8.13,8.108,8.121,
Cyclic,FTO,498,sa18875,No,,,,,,1.9,,81.3,38.5,42.8,,,,,,,,
Cyclic,FTO,498,sa18875,No,,,,,,,10.5,81.3,38.5,42.8,,,,,,,,
Cyclic,FTO,498,sa18875,No,,,,,,,6.2,81.3,38.5,42.8,,,,,,,,
Cyclic,FTO,498,sa18875,No,,,,,,,10.1,81.3,38.5,42.8,,,,,,,,
Cyclic,FTO,498,sa18876,No,7.01,90.5,-0.57,3.8,7.2,,3.4,81.3,38.5,42.8,8.629,8.597,8.643,8.57,8.647,8.733,8.643,
Cyclic,FTO,498,sa18876,No,,,,,,,2.5,81.3,38.5,42.8,,,,,,,,
Cyclic,FTO,498,sa18876,No,,,,,,,7.2,81.3,38.5,42.8,,,,,,,,
Cyclic,FTO,498,sa18876,No,,,,,,,5.7,81.3,38.5,42.8,,,,,,,,
Cyclic,FTO,498,sa18876,No,,,,,,,7.2,81.3,38.5,42.8,,,,,,,,
Cyclic,FTO,666,sa18877,No,4.47,92.07,-0.37,2.44,6.5,1.7,,81.1,38.5,42.6,8.103,7.994,8.013,8.004,8.108,8.085,8.112,
Cyclic,FTO,666,sa18877,No,,,,,,2.2,,81.1,38.5,42.6,,,,,,,,
Cyclic,FTO,666,sa18877,No,,,,,,3.1,,81.1,38.5,42.6,,,,,,,,
Cyclic,FTO,666,sa18877,No,,,,,,1.5,,81.1,38.5,42.6,,,,,,,,
Cyclic,FTO,666,sa18878,No,4.6,92.03,-0.34,2.5,6.8,8.4,,81.1,38.5,42.6,8.126,8.017,8.044,8.058,8.185,8.117,8.094,
Cyclic,FTO,666,sa18878,No,,,,,,2.4,,81.1,38.5,42.6,,,,,,,,
Cyclic,FTO,666,sa18878,No,,,,,,2.7,,81.1,38.5,42.6,,,,,,,,
Cyclic,FTO,666,sa18878,No,,,,,,,8.6,81.1,38.5,42.6,,,,,,,,
Cyclic,FTO,666,sa18878,No,,,,,,,8.7,81.1,38.5,42.6,,,,,,,,
Cyclic,FTO,666,sa18878,No,,,,,,,8.5,81.1,38.5,42.6,,,,,,,,
Cyclic,FTO,666,sa18879,No,4.52,92.08,-0.34,2.46,6.6,,9.5,81.1,38.5,42.6,8.099,7.999,8.04,8.049,8.162,8.13,8.13,
Cyclic,FTO,666,sa18879,No,,,,,,,4.1,81.1,38.5,42.6,,,,,,,,
Cyclic,FTO,666,sa18879,No,,,,,,,11.3,81.1,38.5,42.6,,,,,,,,
Cyclic,FTO,666,sa18879,No,,,,,,,5.2,81.1,38.5,42.6,,,,,,,,
Cyclic,FTO,666,sa18879,No,,,,,,,6.5,81.1,38.5,42.6,,,,,,,,
Cyclic,FTO,0,sa18880,No,,,,,,,,,,,7.665,7.42,7.469,7.471,7.594,7.564,7.497,
Cyclic,FTO,832,sa18880,No,4.31,91.97,-0.27,2.32,6.7,2.4,,80.9,28.6,42.2,7.564,7.432,7.442,7.464,7.573,7.555,7.55,
Cyclic,FTO,832,sa18880,No,,,,,,2.6,,80.9,28.6,42.2,,,,,,,,
Cyclic,FTO,832,sa18880,No,,,,,,3,,80.9,28.6,42.2,,,,,,,,
Cyclic,FTO,832,sa18880,No,,,,,,7.1,,80.9,28.6,42.2,,,,,,,,
Cyclic,FTO,832,sa18881,No,4.32,91.99,-0.28,2.33,6.9,2.6,,80.9,28.6,42.2,7.564,7.423,7.491,7.469,7.537,7.591,7.541,
Cyclic,FTO,832,sa18881,No,,,,,,2.4,,80.9,28.6,42.2,,,,,,,,
Cyclic,FTO,832,sa18881,No,,,,,,1.7,,80.9,28.6,42.2,,,,,,,,
Cyclic,FTO,832,sa18881,No,,,,,,,9.5,80.9,28.6,42.2,,,,,,,,
Cyclic,FTO,832,sa18881,No,,,,,,,6.3,80.9,28.6,42.2,,,,,,,,
Cyclic,FTO,832,sa18881,No,,,,,,,11.7,80.9,28.6,42.2,,,,,,,,
Cyclic,FTO,832,sa18882,No,4.56,92.1,-0.36,2.48,6.7,,16.7,80.9,28.6,42.2,8.212,8.053,8.076,8.09,8.239,8.189,8.153,
Cyclic,FTO,832,sa18882,No,,,,,,,10.5,80.9,28.6,42.2,,,,,,,,
Cyclic,FTO,832,sa18882,No,,,,,,,11.7,80.9,28.6,42.2,,,,,,,,
Cyclic,FTO,832,sa18882,No,,,,,,,11.4,80.9,28.6,42.2,,,,,,,,
Cyclic,FTO,832,sa18882,No,,,,,,,10,80.9,28.6,42.2,,,,,,,,
Cyclic,FTO,0,sa18883,No,3.72,92.23,-0.28,2.02,15,,,,,,,,,,,,,
Cyclic,FTO,1001,sa18883,No,3.76,92.24,-0.27,2.04,13.5,2.6,,81,38.6,42.5,8.04,8.035,8.09,7.981,8.203,8.198,8.139,
Cyclic,FTO,1001,sa18883,No,,,,,,2.9,,81,38.6,42.5,,,,,,,,
Cyclic,FTO,1001,sa18883,No,,,,,,5.6,,81,38.6,42.5,,,,,,,,
Cyclic,FTO,1001,sa18883,No,,,,,,3.7,,81,38.6,42.5,,,,,,,,
Cyclic,FTO,1001,sa18883,No,,,,,,3.8,,81,38.6,42.5,,,,,,,,
Cyclic,FTO,0,sa18884,No,3.77,92.23,-0.29,2.05,14.2,,,,,,,,,,,,,
Cyclic,FTO,1001,sa18884,No,3.75,92.2,-0.28,2.03,13.7,1.5,,81,38.6,42.5,8.139,8.035,8.04,8.035,8.18,8.139,8.121,
Cyclic,FTO,1001,sa18884,No,,,,,,,5.3,81,38.6,42.5,,,,,,,,
Cyclic,FTO,1001,sa18884,No,,,,,,,7.2,81,38.6,42.5,,,,,,,,
Cyclic,FTO,1001,sa18884,No,,,,,,,9,81,38.6,42.5,,,,,,,,
Cyclic,FTO,0,sa18885,No,3.76,92.23,-0.28,2.04,14.9,,,,,,,,,,,,,
Cyclic,FTO,1001,sa18885,No,3.78,92.21,-0.27,2.05,13.2,,13.2,81,38.6,42.5,8.23,8.076,8.081,8.062,8.207,8.153,8.162,
Cyclic,FTO,1001,sa18885,No,,,,,,,8.1,81,38.6,42.5,,,,,,,,
Cyclic,FTO,1001,sa18885,No,,,,,,,11.3,81,38.6,42.5,,,,,,,,
Cyclic,FTO,1001,sa18885,No,,,,,,,9.8,81,38.6,42.5,,,,,,,,
Cyclic,FTO,1001,sa18885,No,,,,,,,11.4,81,38.6,42.5,,,,,,,,
DampHeat,ITO,168,sa18886,No,5.87,94.67,-0.08,3.12,0.7,6.7,,76.1,42.4,33.6,65,52,50,53,65,51,53,
DampHeat,ITO,168,sa18886,No,,,,,,9.3,,76.1,42.4,33.6,,,,,,,,
DampHeat,ITO,168,sa18886,No,,,,,,6.2,,76.1,42.4,33.6,,,,,,,,
DampHeat,ITO,168,sa18886,No,,,,,,7,,76.1,42.4,33.6,,,,,,,,
DampHeat,ITO,168,sa18886,No,,,,,,6.1,,76.1,42.4,33.6,,,,,,,,
DampHeat,ITO,168,sa18887,No,5.84,94.76,-0.07,3.1,1.9,,36.4,76.1,42.4,33.6,69,53,51,53,61,51,55,
DampHeat,ITO,168,sa18887,No,,,,,,,36.5,76.1,42.4,33.6,,,,,,,,
DampHeat,ITO,168,sa18887,No,,,,,,,40.1,76.1,42.4,33.6,,,,,,,,
DampHeat,ITO,168,sa18887,No,,,,,,,40.7,76.1,42.4,33.6,,,,,,,,
DampHeat,ITO,168,sa18887,No,,,,,,,38,76.1,42.4,33.6,,,,,,,,
DampHeat,ITO,168,sa18887,No,,,,,,,40.2,76.1,42.4,33.6,,,,,,,,
DampHeat,ITO,168,sa18887,No,,,,,,,43,76.1,42.4,33.6,,,,,,,,
DampHeat,ITO,168,sa18887,No,,,,,,,42.5,76.1,42.4,33.6,,,,,,,,
DampHeat,ITO,336,sa18888,No,5.84,94.66,-0.09,3.11,0,5.8,,76.5,42,34.6,66,54,51,54,69,53,56,
DampHeat,ITO,336,sa18888,No,,,,,,5.8,,76.5,42,34.6,,,,,,,,
DampHeat,ITO,336,sa18888,No,,,,,,11,,76.5,42,34.6,,,,,,,,
DampHeat,ITO,336,sa18888,No,,,,,,6.6,,76.5,42,34.6,,,,,,,,
DampHeat,ITO,336,sa18888,No,,,,,,6.4,,76.5,42,34.6,,,,,,,,
DampHeat,ITO,336,sa18889,No,6.01,94.72,-0.09,3.2,0.4,,34.6,76.5,42,34.6,66,52,50,53,66,52,53,
DampHeat,ITO,336,sa18889,No,,,,,,,36.9,76.5,42,34.6,,,,,,,,
DampHeat,ITO,336,sa18889,No,,,,,,,39.4,76.5,42,34.6,,,,,,,,
DampHeat,ITO,336,sa18889,No,,,,,,,38,76.5,42,34.6,,,,,,,,
DampHeat,ITO,336,sa18889,No,,,,,,,38,76.5,42,34.6,,,,,,,,
DampHeat,ITO,672,sa18892,No,6.24,94.66,-0.07,3.31,0.7,7.1,,74.6,43.3,31.3,59,51,50,52,62,54,51,
DampHeat,ITO,672,sa18892,No,,,,,,7.6,,74.6,43.3,31.3,,,,,,,,
DampHeat,ITO,672,sa18892,No,,,,,,7.6,,74.6,43.3,31.3,,,,,,,,
DampHeat,ITO,672,sa18892,No,,,,,,7.1,,74.6,43.3,31.3,,,,,,,,
DampHeat,ITO,672,sa18892,No,,,,,,6.6,,74.6,43.3,31.3,,,,,,,,
DampHeat,ITO,672,sa18893,No,6.07,94.67,-0.07,3.22,0.2,,44.9,74.6,43.3,31.3,61,51,50,52,60,53,52,
DampHeat,ITO,672,sa18893,No,,,,,,,45.9,74.6,43.3,31.3,,,,,,,,
DampHeat,ITO,672,sa18893,No,,,,,,,45.1,74.6,43.3,31.3,,,,,,,,
DampHeat,ITO,672,sa18893,No,,,,,,,44.7,74.6,43.3,31.3,,,,,,,,
DampHeat,ITO,672,sa18893,No,,,,,,,45.7,74.6,43.3,31.3,,,,,,,,
DampHeat,AZO,168,sa18898,No,4.94,93.66,-1.56,3.21,1.6,12.5,,79,38.6,40.4,12.105,11.915,11.711,11.747,12.155,11.801,12.123,
DampHeat,AZO,168,sa18898,No,,,,,,13.6,,79,38.6,40.4,,,,,,,,
DampHeat,AZO,168,sa18898,No,,,,,,14.5,,79,38.6,40.4,,,,,,,,
DampHeat,AZO,168,sa18898,No,,,,,,13.4,,79,38.6,40.4,,,,,,,,
DampHeat,AZO,168,sa18898,No,,,,,,15,,79,38.6,40.4,,,,,,,,
DampHeat,AZO,168,sa18899,No,5.66,93.32,-0.59,3.18,0.5,,13,79,38.6,40.4,11.167,10.972,10.913,10.918,11.421,11.23,11.085,
DampHeat,AZO,168,sa18899,No,,,,,,,16.5,79,38.6,40.4,,,,,,,,
DampHeat,AZO,168,sa18899,No,,,,,,,22.4,79,38.6,40.4,,,,,,,,
DampHeat,AZO,168,sa18899,No,,,,,,,20.7,79,38.6,40.4,,,,,,,,
DampHeat,AZO,168,sa18899,No,,,,,,,28.3,79,38.6,40.4,,,,,,,,
DampHeat,AZO,336,sa18900,No,4.89,93.54,-1.62,3.2,0.2,13,,79.8,38.1,41.7,12.581,12.332,12.304,12.422,12.735,12.603,12.463,
DampHeat,AZO,336,sa18900,No,,,,,,13.9,,79.8,38.1,41.7,,,,,,,,
DampHeat,AZO,336,sa18900,No,,,,,,14,,79.8,38.1,41.7,,,,,,,,
DampHeat,AZO,336,sa18900,No,,,,,,14.3,,79.8,38.1,41.7,,,,,,,,
DampHeat,AZO,336,sa18900,No,,,,,,15.4,,79.8,38.1,41.7,,,,,,,,
DampHeat,AZO,336,sa18901,No,4.98,93.55,-1.58,3.24,0.3,,12,79.8,38.1,41.7,12.35,12.313,12.359,12.458,12.835,12.653,12.445,
DampHeat,AZO,336,sa18901,No,,,,,,,15.7,79.8,38.1,41.7,,,,,,,,
DampHeat,AZO,336,sa18901,No,,,,,,,12.9,79.8,38.1,41.7,,,,,,,,
DampHeat,AZO,336,sa18901,No,,,,,,,15.6,79.8,38.1,41.7,,,,,,,,
DampHeat,AZO,672,sa18904,No,4.83,93.6,-1.53,3.14,0.5,13.8,,76.6,38.5,38.1,13.714,13.827,13.936,14.095,14.439,14.389,14.652,
DampHeat,AZO,672,sa18904,No,,,,,,13.6,,76.6,38.5,38.1,,,,,,,,
DampHeat,AZO,672,sa18904,No,,,,,,15.2,,76.6,38.5,38.1,,,,,,,,
DampHeat,AZO,672,sa18904,No,,,,,,15.6,,76.6,38.5,38.1,,,,,,,,
DampHeat,AZO,672,sa18904,No,,,,,,14.6,,76.6,38.5,38.1,,,,,,,,
DampHeat,AZO,672,sa18905,No,4.76,93.57,-1.62,3.14,0.6,,26.3,76.6,38.5,38.1,14.829,14.652,14.57,14.552,14.765,15.486,15.137,
DampHeat,AZO,672,sa18905,No,,,,,,,25.8,76.6,38.5,38.1,,,,,,,,
DampHeat,AZO,672,sa18905,No,,,,,,,30.5,76.6,38.5,38.1,,,,,,,,
DampHeat,AZO,672,sa18905,No,,,,,,,26.2,76.6,38.5,38.1,,,,,,,,
DampHeat,AZO,672,sa18905,No,,,,,,,30.2,76.6,38.5,38.1,,,,,,,,
DampHeat,FTO,168,sa18910,No,4.32,92,-0.32,2.34,6.5,2.9,,82.2,39.3,42.8,7.609,7.573,7.564,7.609,7.727,7.673,7.736,
DampHeat,FTO,168,sa18910,No,,,,,,2.6,,82.2,39.3,42.8,,,,,,,,
DampHeat,FTO,168,sa18910,No,,,,,,3,,82.2,39.3,42.8,,,,,,,,
DampHeat,FTO,168,sa18910,No,,,,,,3.6,,82.2,39.3,42.8,,,,,,,,
DampHeat,FTO,168,sa18910,No,,,,,,3.5,,82.2,39.3,42.8,,,,,,,,
DampHeat,FTO,168,sa18911,No,4.22,92.06,-0.33,2.29,6.6,,5.7,82.2,39.3,42.8,7.618,7.591,7.555,7.605,7.695,7.664,7.65,
DampHeat,FTO,168,sa18911,No,,,,,,,8,82.2,39.3,42.8,,,,,,,,
DampHeat,FTO,168,sa18911,No,,,,,,,6.1,82.2,39.3,42.8,,,,,,,,
DampHeat,FTO,168,sa18911,No,,,,,,,3.9,82.2,39.3,42.8,,,,,,,,
DampHeat,FTO,168,sa18911,No,,,,,,,5.2,82.2,39.3,42.8,,,,,,,,
DampHeat,FTO,336,sa18912,No,4.45,91.93,-0.34,2.41,6.8,4.1,,82,39.4,42.7,7.383,7.365,7.587,7.383,7.559,7.464,7.46,
DampHeat,FTO,336,sa18912,No,,,,,,3.6,,82,39.4,42.7,,,,,,,,
DampHeat,FTO,336,sa18912,No,,,,,,2.2,,82,39.4,42.7,,,,,,,,
DampHeat,FTO,336,sa18912,No,,,,,,4.5,,82,39.4,42.7,,,,,,,,
DampHeat,FTO,336,sa18913,No,4.3,92.01,-0.31,2.33,6.4,,6.5,82,39.4,42.7,9.481,9.467,9.572,9.413,9.594,9.83,9.585,
DampHeat,FTO,336,sa18913,No,,,,,,,7.9,82,39.4,42.7,,,,,,,,
DampHeat,FTO,336,sa18913,No,,,,,,,6.5,82,39.4,42.7,,,,,,,,
DampHeat,FTO,336,sa18913,No,,,,,,,6,82,39.4,42.7,,,,,,,,
